fare,passenger class,is male,age,no. siblings/spouses aboard,no. parents/children aboard,survived
34.38 3.0 0.0 48.0 1.0 3.0 0
21.08 3.0 0.0 29.0 0.0 4.0 0
27.9 3.0 1.0 40.0 1.0 4.0 0
27.9 3.0 0.0 45.0 1.0 4.0 0
263.0 1.0 1.0 64.0 1.0 4.0 0
29.12 3.0 0.0 39.0 0.0 5.0 0
39.69 3.0 0.0 41.0 0.0 5.0 0
31.28 3.0 0.0 39.0 1.0 5.0 0
31.28 3.0 1.0 39.0 1.0 5.0 0
46.9 3.0 0.0 43.0 1.0 6.0 0
12.48 3.0 0.0 5.0 0.0 0.0 1
7.23 3.0 0.0 13.0 0.0 0.0 1
7.22 3.0 0.0 15.0 0.0 0.0 1
8.03 3.0 0.0 15.0 0.0 0.0 1
86.5 1.0 0.0 16.0 0.0 0.0 1
7.73 3.0 0.0 16.0 0.0 0.0 1
7.75 3.0 0.0 16.0 0.0 0.0 1
7.83 3.0 0.0 16.0 0.0 0.0 1
8.05 3.0 1.0 16.0 0.0 0.0 1
10.5 2.0 0.0 17.0 0.0 0.0 1
12.0 2.0 0.0 17.0 0.0 0.0 1
7.5 3.0 0.0 18.0 0.0 0.0 1
7.75 3.0 0.0 18.0 0.0 0.0 1
9.84 3.0 0.0 18.0 0.0 0.0 1
7.23 3.0 1.0 18.0 0.0 0.0 1
8.05 3.0 1.0 18.0 0.0 0.0 1
30.0 1.0 0.0 19.0 0.0 0.0 1
26.0 2.0 0.0 19.0 0.0 0.0 1
7.73 3.0 0.0 19.0 0.0 0.0 1
7.88 3.0 0.0 19.0 0.0 0.0 1
10.5 2.0 1.0 19.0 0.0 0.0 1
7.75 3.0 1.0 19.0 0.0 0.0 1
8.05 3.0 1.0 19.0 0.0 0.0 1
7.75 3.0 0.0 20.0 0.0 0.0 1
7.23 3.0 1.0 20.0 0.0 0.0 1
77.96 1.0 0.0 21.0 0.0 0.0 1
10.5 2.0 0.0 21.0 0.0 0.0 1
7.65 3.0 0.0 21.0 0.0 0.0 1
7.75 3.0 0.0 21.0 0.0 0.0 1
7.8 3.0 1.0 21.0 0.0 0.0 1
151.55 1.0 0.0 22.0 0.0 0.0 1
7.22 3.0 0.0 22.0 0.0 0.0 1
7.25 3.0 0.0 22.0 0.0 0.0 1
7.75 3.0 0.0 22.0 0.0 0.0 1
7.75 3.0 0.0 22.0 0.0 0.0 1
7.75 3.0 0.0 22.0 0.0 0.0 1
7.75 3.0 0.0 22.0 0.0 0.0 1
7.78 3.0 0.0 22.0 0.0 0.0 1
7.88 3.0 0.0 22.0 0.0 0.0 1
7.22 3.0 1.0 22.0 0.0 0.0 1
13.79 2.0 0.0 23.0 0.0 0.0 1
7.55 3.0 0.0 23.0 0.0 0.0 1
7.88 3.0 0.0 23.0 0.0 0.0 1
13.0 2.0 1.0 23.0 0.0 0.0 1
49.5 1.0 0.0 24.0 0.0 0.0 1
69.3 1.0 0.0 24.0 0.0 0.0 1
69.3 1.0 0.0 24.0 0.0 0.0 1
83.16 1.0 0.0 24.0 0.0 0.0 1
13.0 2.0 0.0 24.0 0.0 0.0 1
7.88 3.0 0.0 24.0 0.0 0.0 1
7.14 3.0 1.0 24.0 0.0 0.0 1
0.0 3.0 1.0 25.0 0.0 0.0 1
78.85 1.0 0.0 26.0 0.0 0.0 1
7.85 3.0 0.0 26.0 0.0 0.0 1
7.92 3.0 0.0 26.0 0.0 0.0 1
30.0 1.0 1.0 26.0 0.0 0.0 1
18.79 3.0 1.0 26.0 0.0 0.0 1
56.5 3.0 1.0 26.0 0.0 0.0 1
10.5 2.0 0.0 27.0 0.0 0.0 1
7.75 3.0 0.0 27.0 0.0 0.0 1
7.92 3.0 0.0 27.0 0.0 0.0 1
30.5 1.0 1.0 27.0 0.0 0.0 1
76.73 1.0 1.0 27.0 0.0 0.0 1
13.86 2.0 1.0 27.0 0.0 0.0 1
6.98 3.0 1.0 27.0 0.0 0.0 1
7.8 3.0 1.0 27.0 0.0 0.0 1
8.66 3.0 1.0 27.0 0.0 0.0 1
12.65 2.0 0.0 28.0 0.0 0.0 1
13.0 2.0 0.0 28.0 0.0 0.0 1
13.0 2.0 0.0 28.0 0.0 0.0 1
7.74 3.0 0.0 28.0 0.0 0.0 1
26.55 1.0 1.0 28.0 0.0 0.0 1
35.5 1.0 1.0 28.0 0.0 0.0 1
211.34 1.0 0.0 29.0 0.0 0.0 1
10.5 2.0 0.0 29.0 0.0 0.0 1
29.7 1.0 1.0 29.0 0.0 0.0 1
7.75 3.0 1.0 29.0 0.0 0.0 1
7.78 3.0 1.0 29.0 0.0 0.0 1
7.9 3.0 1.0 29.0 0.0 0.0 1
8.11 3.0 1.0 29.0 0.0 0.0 1
9.5 3.0 1.0 29.0 0.0 0.0 1
31.0 1.0 0.0 30.0 0.0 0.0 1
56.93 1.0 0.0 30.0 0.0 0.0 1
86.5 1.0 0.0 30.0 0.0 0.0 1
93.5 1.0 0.0 30.0 0.0 0.0 1
106.42 1.0 0.0 30.0 0.0 0.0 1
12.35 2.0 0.0 30.0 0.0 0.0 1
13.0 2.0 0.0 30.0 0.0 0.0 1
12.48 3.0 0.0 30.0 0.0 0.0 1
9.5 3.0 1.0 30.0 0.0 0.0 1
33.0 2.0 0.0 31.0 0.0 0.0 1
7.79 3.0 0.0 31.0 0.0 0.0 1
8.68 3.0 0.0 31.0 0.0 0.0 1
13.0 2.0 1.0 31.0 0.0 0.0 1
7.92 3.0 1.0 31.0 0.0 0.0 1
76.29 1.0 0.0 32.0 0.0 0.0 1
13.0 2.0 0.0 32.0 0.0 0.0 1
30.5 1.0 1.0 32.0 0.0 0.0 1
7.85 3.0 1.0 32.0 0.0 0.0 1
7.92 3.0 1.0 32.0 0.0 0.0 1
8.05 3.0 1.0 32.0 0.0 0.0 1
56.5 3.0 1.0 32.0 0.0 0.0 1
56.5 3.0 1.0 32.0 0.0 0.0 1
56.5 3.0 1.0 32.0 0.0 0.0 1
13.0 2.0 0.0 32.5 0.0 0.0 1
86.5 1.0 0.0 33.0 0.0 0.0 1
7.75 3.0 0.0 33.0 0.0 0.0 1
10.5 2.0 0.0 34.0 0.0 0.0 1
13.0 2.0 0.0 34.0 0.0 0.0 1
26.55 1.0 1.0 34.0 0.0 0.0 1
13.0 2.0 1.0 34.0 0.0 0.0 1
135.63 1.0 0.0 35.0 0.0 0.0 1
512.33 1.0 0.0 35.0 0.0 0.0 1
21.0 2.0 0.0 35.0 0.0 0.0 1
7.23 3.0 0.0 35.0 0.0 0.0 1
26.29 1.0 1.0 35.0 0.0 0.0 1
26.55 1.0 1.0 35.0 0.0 0.0 1
512.33 1.0 1.0 35.0 0.0 0.0 1
135.63 1.0 0.0 36.0 0.0 0.0 1
13.0 2.0 0.0 36.0 0.0 0.0 1
13.0 2.0 0.0 36.0 0.0 0.0 1
26.29 1.0 1.0 36.0 0.0 0.0 1
26.39 1.0 1.0 36.0 0.0 0.0 1
26.55 1.0 1.0 37.0 0.0 0.0 1
56.5 3.0 1.0 37.0 0.0 0.0 1
79.2 1.0 0.0 38.0 0.0 0.0 1
80.0 1.0 0.0 38.0 0.0 0.0 1
227.52 1.0 0.0 38.0 0.0 0.0 1
7.92 3.0 1.0 39.0 0.0 0.0 1
153.46 1.0 0.0 40.0 0.0 0.0 1
13.0 2.0 0.0 40.0 0.0 0.0 1
15.75 2.0 0.0 40.0 0.0 0.0 1
31.0 1.0 1.0 40.0 0.0 0.0 1
134.5 1.0 0.0 41.0 0.0 0.0 1
110.88 1.0 0.0 42.0 0.0 0.0 1
227.52 1.0 0.0 42.0 0.0 0.0 1
13.0 2.0 0.0 42.0 0.0 0.0 1
26.29 1.0 1.0 42.0 0.0 0.0 1
13.0 2.0 1.0 42.0 0.0 0.0 1
27.72 1.0 0.0 44.0 0.0 0.0 1
7.92 3.0 1.0 44.0 0.0 0.0 1
13.5 2.0 0.0 45.0 0.0 0.0 1
26.55 1.0 1.0 45.0 0.0 0.0 1
30.0 1.0 1.0 45.0 0.0 0.0 1
8.05 3.0 1.0 45.0 0.0 0.0 1
12.35 2.0 0.0 46.0 0.0 0.0 1
35.5 1.0 1.0 46.0 0.0 0.0 1
30.5 1.0 1.0 47.0 0.0 0.0 1
25.93 1.0 0.0 48.0 0.0 0.0 1
26.55 1.0 1.0 48.0 0.0 0.0 1
25.93 1.0 0.0 49.0 0.0 0.0 1
10.5 2.0 0.0 50.0 0.0 0.0 1
10.5 2.0 0.0 50.0 0.0 0.0 1
26.55 1.0 1.0 51.0 0.0 0.0 1
30.5 1.0 1.0 52.0 0.0 0.0 1
16.0 2.0 0.0 55.0 0.0 0.0 1
35.5 1.0 1.0 56.0 0.0 0.0 1
26.55 1.0 0.0 58.0 0.0 0.0 1
146.52 1.0 0.0 58.0 0.0 0.0 1
80.0 1.0 0.0 62.0 0.0 0.0 1
10.5 2.0 1.0 62.0 0.0 0.0 1
9.59 3.0 0.0 63.0 0.0 0.0 1
30.0 1.0 1.0 80.0 0.0 0.0 1
11.24 3.0 1.0 12.0 1.0 0.0 1
30.07 2.0 0.0 14.0 1.0 0.0 1
11.24 3.0 0.0 14.0 1.0 0.0 1
14.45 3.0 0.0 15.0 1.0 0.0 1
57.0 1.0 0.0 17.0 1.0 0.0 1
108.9 1.0 0.0 17.0 1.0 0.0 1
227.52 1.0 0.0 18.0 1.0 0.0 1
15.5 3.0 0.0 18.0 1.0 0.0 1
15.5 3.0 0.0 18.0 1.0 0.0 1
91.08 1.0 0.0 19.0 1.0 0.0 1
26.0 2.0 0.0 19.0 1.0 0.0 1
7.85 3.0 0.0 19.0 1.0 0.0 1
7.92 3.0 1.0 20.0 1.0 0.0 1
66.6 1.0 0.0 22.0 1.0 0.0 1
113.28 1.0 0.0 23.0 1.0 0.0 1
26.0 2.0 0.0 24.0 1.0 0.0 1
15.85 3.0 0.0 24.0 1.0 0.0 1
82.17 1.0 0.0 25.0 1.0 0.0 1
55.44 1.0 1.0 25.0 1.0 0.0 1
91.08 1.0 1.0 25.0 1.0 0.0 1
7.78 3.0 1.0 25.0 1.0 0.0 1
15.5 3.0 0.0 26.0 1.0 0.0 1
13.86 2.0 0.0 27.0 1.0 0.0 1
53.1 1.0 1.0 27.0 1.0 0.0 1
24.0 2.0 0.0 28.0 1.0 0.0 1
26.0 2.0 0.0 28.0 1.0 0.0 1
24.15 3.0 0.0 28.0 1.0 0.0 1
26.0 2.0 0.0 29.0 1.0 0.0 1
26.0 2.0 0.0 29.0 1.0 0.0 1
113.28 1.0 0.0 31.0 1.0 0.0 1
57.0 1.0 1.0 31.0 1.0 0.0 1
26.0 2.0 1.0 32.0 1.0 0.0 1
53.1 1.0 0.0 33.0 1.0 0.0 1
90.0 1.0 0.0 33.0 1.0 0.0 1
16.1 3.0 0.0 33.0 1.0 0.0 1
16.1 3.0 0.0 34.0 1.0 0.0 1
52.0 1.0 0.0 35.0 1.0 0.0 1
53.1 1.0 0.0 35.0 1.0 0.0 1
83.48 1.0 0.0 35.0 1.0 0.0 1
90.0 1.0 0.0 35.0 1.0 0.0 1
26.0 2.0 0.0 36.0 1.0 0.0 1
17.4 3.0 0.0 36.0 1.0 0.0 1
71.28 1.0 0.0 38.0 1.0 0.0 1
90.0 1.0 1.0 38.0 1.0 0.0 1
55.9 1.0 0.0 39.0 1.0 0.0 1
89.1 1.0 0.0 40.0 1.0 0.0 1
51.86 1.0 0.0 41.0 1.0 0.0 1
133.65 1.0 0.0 42.0 1.0 0.0 1
26.0 2.0 0.0 42.0 1.0 0.0 1
52.55 1.0 1.0 42.0 1.0 0.0 1
39.6 1.0 0.0 48.0 1.0 0.0 1
52.0 1.0 0.0 48.0 1.0 0.0 1
146.52 1.0 0.0 48.0 1.0 0.0 1
52.0 1.0 1.0 48.0 1.0 0.0 1
76.73 1.0 1.0 48.0 1.0 0.0 1
76.73 1.0 0.0 49.0 1.0 0.0 1
56.93 1.0 1.0 49.0 1.0 0.0 1
89.1 1.0 1.0 49.0 1.0 0.0 1
77.96 1.0 0.0 51.0 1.0 0.0 1
78.27 1.0 0.0 52.0 1.0 0.0 1
59.4 1.0 0.0 54.0 1.0 0.0 1
78.27 1.0 0.0 54.0 1.0 0.0 1
75.25 1.0 0.0 60.0 1.0 0.0 1
77.96 1.0 0.0 63.0 1.0 0.0 1
23.25 3.0 1.0 24.0 2.0 0.0 1
23.25 3.0 0.0 28.0 2.0 0.0 1
133.65 1.0 1.0 50.0 2.0 0.0 1
51.48 1.0 0.0 53.0 2.0 0.0 1
21.0 2.0 0.0 30.0 3.0 0.0 1
15.85 3.0 0.0 33.0 3.0 0.0 1
8.52 3.0 1.0 0.42 0.0 1.0 1
12.29 3.0 0.0 2.0 0.0 1.0 1
13.42 3.0 0.0 4.0 0.0 1.0 1
33.0 2.0 0.0 6.0 0.0 1.0 1
12.48 3.0 1.0 6.0 0.0 1.0 1
19.5 2.0 0.0 13.0 0.0 1.0 1
211.34 1.0 0.0 15.0 0.0 1.0 1
39.4 1.0 0.0 16.0 0.0 1.0 1
57.98 1.0 0.0 16.0 0.0 1.0 1
23.0 2.0 0.0 18.0 0.0 1.0 1
9.35 3.0 0.0 18.0 0.0 1.0 1
55.0 1.0 0.0 22.0 0.0 1.0 1
63.36 1.0 1.0 23.0 0.0 1.0 1
26.0 2.0 0.0 25.0 0.0 1.0 1
12.48 3.0 0.0 27.0 0.0 1.0 1
23.0 2.0 0.0 34.0 0.0 1.0 1
512.33 1.0 1.0 36.0 0.0 1.0 1
19.5 2.0 0.0 41.0 0.0 1.0 1
211.34 1.0 0.0 43.0 0.0 1.0 1
57.98 1.0 0.0 44.0 0.0 1.0 1
55.0 1.0 0.0 48.0 0.0 1.0 1
247.52 1.0 0.0 50.0 0.0 1.0 1
26.0 2.0 0.0 50.0 0.0 1.0 1
83.16 1.0 0.0 56.0 0.0 1.0 1
153.46 1.0 0.0 58.0 0.0 1.0 1
14.5 2.0 1.0 0.67 1.0 1.0 1
18.75 2.0 1.0 0.83 1.0 1.0 1
11.13 3.0 0.0 1.0 1.0 1.0 1
26.0 2.0 0.0 2.0 1.0 1.0 1
22.36 3.0 0.0 2.0 1.0 1.0 1
26.0 2.0 1.0 2.0 1.0 1.0 1
18.75 2.0 1.0 3.0 1.0 1.0 1
26.0 2.0 1.0 3.0 1.0 1.0 1
15.9 3.0 1.0 3.0 1.0 1.0 1
23.0 2.0 0.0 4.0 1.0 1.0 1
16.7 3.0 0.0 4.0 1.0 1.0 1
11.13 3.0 1.0 4.0 1.0 1.0 1
15.25 3.0 1.0 4.0 1.0 1.0 1
15.25 3.0 1.0 7.0 1.0 1.0 1
36.75 2.0 1.0 8.0 1.0 1.0 1
15.9 3.0 1.0 9.0 1.0 1.0 1
15.74 3.0 1.0 20.0 1.0 1.0 1
29.0 2.0 0.0 22.0 1.0 1.0 1
30.0 2.0 0.0 25.0 1.0 1.0 1
26.25 2.0 0.0 31.0 1.0 1.0 1
20.52 3.0 0.0 31.0 1.0 1.0 1
32.5 2.0 0.0 34.0 1.0 1.0 1
20.25 3.0 0.0 35.0 1.0 1.0 1
52.55 1.0 1.0 37.0 1.0 1.0 1
79.65 1.0 0.0 39.0 1.0 1.0 1
83.16 1.0 0.0 39.0 1.0 1.0 1
110.88 1.0 0.0 39.0 1.0 1.0 1
134.5 1.0 0.0 40.0 1.0 1.0 1
39.0 2.0 0.0 40.0 1.0 1.0 1
164.87 1.0 0.0 45.0 1.0 1.0 1
26.25 2.0 0.0 45.0 1.0 1.0 1
52.55 1.0 0.0 47.0 1.0 1.0 1
93.5 1.0 0.0 52.0 1.0 1.0 1
79.2 1.0 1.0 60.0 1.0 1.0 1
19.26 3.0 0.0 0.75 2.0 1.0 1
19.26 3.0 0.0 0.75 2.0 1.0 1
39.0 2.0 1.0 1.0 2.0 1.0 1
39.0 2.0 0.0 4.0 2.0 1.0 1
19.26 3.0 0.0 5.0 2.0 1.0 1
27.0 2.0 0.0 24.0 2.0 1.0 1
29.0 2.0 1.0 0.83 0.0 2.0 1
15.74 3.0 0.0 1.0 0.0 2.0 1
37.0 2.0 1.0 1.0 0.0 2.0 1
22.02 3.0 0.0 4.0 0.0 2.0 1
81.86 1.0 1.0 4.0 0.0 2.0 1
26.25 2.0 0.0 7.0 0.0 2.0 1
26.25 2.0 0.0 8.0 0.0 2.0 1
20.52 3.0 1.0 9.0 0.0 2.0 1
110.88 1.0 1.0 17.0 0.0 2.0 1
79.65 1.0 0.0 18.0 0.0 2.0 1
13.0 2.0 0.0 18.0 0.0 2.0 1
26.28 1.0 0.0 19.0 0.0 2.0 1
49.5 1.0 0.0 22.0 0.0 2.0 1
14.5 2.0 0.0 24.0 0.0 2.0 1
16.7 3.0 0.0 24.0 0.0 2.0 1
22.36 3.0 0.0 24.0 0.0 2.0 1
11.13 3.0 0.0 27.0 0.0 2.0 1
15.25 3.0 0.0 29.0 0.0 2.0 1
164.87 1.0 0.0 31.0 0.0 2.0 1
26.0 2.0 0.0 33.0 0.0 2.0 1
71.0 1.0 0.0 36.0 0.0 2.0 1
151.55 1.0 1.0 0.92 1.0 2.0 1
20.58 3.0 1.0 1.0 1.0 2.0 1
41.58 2.0 0.0 3.0 1.0 2.0 1
27.75 2.0 0.0 5.0 1.0 2.0 1
120.0 1.0 1.0 11.0 1.0 2.0 1
120.0 1.0 0.0 14.0 1.0 2.0 1
41.58 2.0 0.0 22.0 1.0 2.0 1
65.0 2.0 0.0 24.0 1.0 2.0 1
27.75 2.0 0.0 33.0 1.0 2.0 1
120.0 1.0 0.0 36.0 1.0 2.0 1
120.0 1.0 1.0 36.0 1.0 2.0 1
65.0 2.0 0.0 48.0 1.0 2.0 1
262.38 1.0 0.0 18.0 2.0 2.0 1
262.38 1.0 0.0 21.0 2.0 2.0 1
263.0 1.0 0.0 23.0 3.0 2.0 1
263.0 1.0 0.0 24.0 3.0 2.0 1
31.39 3.0 1.0 3.0 4.0 2.0 1
31.39 3.0 0.0 5.0 4.0 2.0 1
7.92 3.0 0.0 17.0 4.0 2.0 1
19.26 3.0 0.0 24.0 0.0 3.0 1
23.0 2.0 0.0 54.0 1.0 3.0 1
18.75 2.0 0.0 24.0 2.0 3.0 1
31.39 3.0 0.0 38.0 1.0 5.0 1
